Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,RB,G,A,SG,FS,FF,FD,FT,DD,DP,GC,CV,CA,PP,GS,FC,I,PE,rodada,ano,DS,PI
Rodrigo Lindoso (MEI),Internacional,8.64,6,4.78,1.7,-0.63,18.0,,,,2.0,2.0,3.0,,,,,,,,,6.0,,5.0,7,2019,,
Bruno Pacheco (LAT),Chapecoense,14.08,7,4.73,2.9,0.35,16.0,,2.0,1.0,18.0,1.0,,,,,,,2.0,,,12.0,,19.0,7,2019,,
Roger Machado (TEC),Bahia,10.83,7,4.72,5.35,0.21,,,,,,,,,,,,,,,,,,,7,2019,,
Uendel (LAT),Internacional,3.77,2,4.7,10.8,1.97,5.0,,,1.0,1.0,,1.0,,,,,,,,,4.0,2.0,6.0,7,2019,,
Emerson Santos (ZAG),Internacional,5.05,4,4.7,7.1,0.67,9.0,,,3.0,1.0,,1.0,,,,,,2.0,,,6.0,1.0,13.0,7,2019,,
Adilson (MEI),Atlético-MG,8.62,4,4.65,12.2,2.46,7.0,1.0,,,3.0,,,,,,,,,,,1.0,,3.0,7,2019,,
Nino Paraíba (LAT),Bahia,13.11,6,4.6,10.4,1.62,12.0,,1.0,2.0,8.0,2.0,3.0,,,,,,3.0,,,7.0,,17.0,7,2019,,
Victor Ferraz (LAT),Santos,10.2,7,4.6,7.6,0.55,12.0,,,4.0,7.0,1.0,1.0,,,,,,1.0,,,3.0,,26.0,7,2019,,
Marrony (ATA),Vasco,12.88,6,4.6,5.2,0.25,9.0,,1.0,,15.0,9.0,3.0,,,,,,,,,8.0,2.0,14.0,7,2019,,
Lucas Veríssimo (ZAG),Santos,9.86,7,4.57,10.7,1.85,15.0,,,4.0,6.0,3.0,,1.0,,,,,2.0,,,18.0,1.0,18.0,7,2019,,
Fábio Carille (TEC),Corinthians,11.32,6,4.52,0.0,0.0,,,,,,,,,,,,,,,,,,,7,2019,,
Rodrigo Santana (TEC),Atlético-MG,11.24,7,4.51,8.94,1.37,,,,,,,,,,,,,,,,,,,7,2019,,
Gegê (MEI),Avaí,4.31,4,4.5,7.1,0.72,10.0,,,,3.0,2.0,2.0,1.0,,,,,,,,8.0,,5.0,7,2019,,
Lourenço (ATA),Avaí,4.07,4,4.48,3.3,0.15,8.0,,1.0,,10.0,1.0,3.0,,,,,,1.0,,,4.0,,15.0,7,2019,,
Artur (ATA),Bahia,10.21,7,4.47,-0.5,-1.7,9.0,3.0,,,6.0,3.0,4.0,,,,,,2.0,,,7.0,1.0,28.0,7,2019,,
Henrique (ZAG),Corinthians,7.85,3,4.43,0.0,0.0,,,,3.0,,,,,,,,,,,,1.0,,4.0,7,2019,,
Léo Pereira (ZAG),Athlético-PR,10.22,6,4.4,7.2,1.57,8.0,1.0,,2.0,3.0,2.0,3.0,,,,,,1.0,,,6.0,1.0,16.0,7,2019,,
Reinaldo (LAT),São Paulo,12.15,7,4.36,6.2,0.48,10.0,,1.0,3.0,5.0,1.0,1.0,,,,,,1.0,,,8.0,,10.0,7,2019,,
Luciano (ATA),Fluminense,7.06,5,4.28,0.0,0.0,5.0,2.0,1.0,,7.0,6.0,4.0,,,,,,3.0,1.0,,9.0,3.0,14.0,7,2019,,
Fábio Santos (LAT),Atlético-MG,12.61,6,4.27,14.7,3.09,4.0,2.0,,1.0,6.0,1.0,,,,,,,,,,5.0,,9.0,7,2019,,
Tiepo (GOL),Chapecoense,13.77,7,4.27,-1.6,-1.08,,,,1.0,2.0,,,,13.0,1.0,,,,,10.0,,,7.0,7,2019,,
Victor (GOL),Atlético-MG,7.89,7,4.25,5.0,-0.81,,,,1.0,,,,,14.0,,,,1.0,,7.0,,,4.0,7,2019,,
Élber (MEI),Bahia,6.41,4,4.25,4.0,-0.09,8.0,,,,10.0,2.0,1.0,,,,,,,,,2.0,,6.0,7,2019,,
Matheus Savio (MEI),CSA,8.8,7,4.25,0.2,-0.64,7.0,1.0,,,10.0,2.0,4.0,2.0,,,,,,,,3.0,1.0,14.0,7,2019,,
Hudson (MEI),São Paulo,11.68,7,4.24,2.1,-0.42,12.0,1.0,1.0,,7.0,1.0,2.0,,,,,,,,,9.0,1.0,10.0,7,2019,,
Gabriel (ZAG),Botafogo,9.17,7,4.23,7.4,1.76,13.0,,,3.0,6.0,,,,,,,,1.0,,,4.0,,13.0,7,2019,,
Fellipe Bastos (MEI),Vasco,4.76,3,4.17,3.1,0.03,9.0,,,,,5.0,,,,,,,1.0,,,3.0,,5.0,7,2019,,
Luiz Felipe Scolari (TEC),Palmeiras,10.9,2,4.14,1.87,-1.06,,,,,,,,,,,,,,,,,,,7,2019,,
Ernando (ZAG),Bahia,9.91,7,4.13,5.5,0.95,4.0,1.0,,3.0,3.0,,,,,,,,,,,2.0,,2.0,7,2019,,
Jean Pyerre (MEI),Grêmio,7.74,4,4.08,-0.4,-0.86,3.0,1.0,,,4.0,6.0,1.0,,,,,,,,,3.0,,9.0,7,2019,,
Carlos Sánchez (MEI),Santos,11.48,6,4.07,2.8,0.09,3.0,1.0,1.0,,10.0,4.0,6.0,2.0,,,,,1.0,,,9.0,1.0,25.0,7,2019,,
Edenílson (MEI),Internacional,10.57,6,4.05,13.9,2.75,5.0,2.0,1.0,,7.0,1.0,2.0,,,,,,1.0,,,7.0,,18.0,7,2019,,
Paulo Victor (GOL),Grêmio,5.46,6,3.92,3.7,-1.11,,,,2.0,,,,,9.0,,,,,,6.0,,,5.0,7,2019,,
Gregore (MEI),Bahia,11.69,7,3.9,3.4,0.13,30.0,,,,4.0,3.0,,,,,,,2.0,,,26.0,,17.0,7,2019,,
Robinho (MEI),Cruzeiro,7.36,5,3.88,-4.7,-2.39,9.0,1.0,1.0,,7.0,5.0,1.0,,,,,,1.0,,,9.0,,31.0,7,2019,,
Tiago Nunes (TEC),Athlético-PR,10.0,7,3.85,6.83,0.94,,,,,,,,,,,,,,,,,,,7,2019,,
Tiago Volpi (GOL),São Paulo,9.09,7,3.85,6.7,1.11,,,,3.0,1.0,,,,7.0,,,,,,4.0,,,5.0,7,2019,,
Zeca (LAT),Internacional,6.98,5,3.84,5.3,0.34,14.0,,,2.0,1.0,,,,,,,,3.0,,,6.0,,11.0,7,2019,,
Renato Gaúcho (TEC),Grêmio,10.69,7,3.81,0.78,-1.24,,,,,,,,,,,,,,,,,,,7,2019,,
Enderson Moreira (TEC),Ceará,10.69,7,3.8,4.14,0.07,,,,,,,,,,,,,,,,,,,7,2019,,
Alexandre Pato (ATA),São Paulo,8.71,6,3.78,11.6,2.73,4.0,2.0,,,5.0,4.0,2.0,,,,,,,,,5.0,5.0,8.0,7,2019,,
Hernanes (MEI),São Paulo,13.91,7,3.76,2.0,-0.03,2.0,1.0,1.0,,8.0,5.0,6.0,,,,,,1.0,,,3.0,1.0,3.0,7,2019,,
Ney Franco (TEC),Chapecoense,8.64,7,3.76,1.99,-0.38,,,,,,,,,,,,,,,,,,,7,2019,,
Claudinei Oliveira (TEC),Goiás,8.46,6,3.76,0.0,0.0,,,,,,,,,,,,,,,,,,,7,2019,,
Jean Lucas (MEI),Santos,10.55,7,3.75,3.3,-0.24,11.0,,1.0,,13.0,4.0,3.0,1.0,,,,,2.0,,,9.0,,10.0,7,2019,,
Luan (MEI),Atlético-MG,8.69,6,3.68,9.9,2.02,15.0,,1.0,,9.0,5.0,2.0,,,,,,2.0,,,12.0,,21.0,7,2019,,
Márcio Azevedo (LAT),Athlético-PR,6.8,6,3.63,10.5,2.39,5.0,,2.0,2.0,8.0,,,,,,,,1.0,,,7.0,,14.0,7,2019,,
Carlinhos (LAT),CSA,4.95,5,3.6,0.6,-1.23,5.0,,,2.0,3.0,1.0,3.0,,,,,,,,,,,18.0,7,2019,,
Everton Ribeiro (MEI),Flamengo,12.38,6,3.58,4.0,-0.61,7.0,,2.0,,13.0,2.0,,,,,,,,,,3.0,1.0,17.0,7,2019,,
Réver (ZAG),Atlético-MG,11.75,5,3.56,8.2,0.93,8.0,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,,8.0,7,2019,,
Diogo Silva (GOL),Ceará,9.21,7,3.56,4.5,0.17,,,,1.0,1.0,,,,12.0,,,,1.0,,7.0,,,2.0,7,2019,,
Lucho González (MEI),Athlético-PR,6.41,3,3.5,5.6,0.36,2.0,1.0,,,1.0,,2.0,,,,,,,,,5.0,,3.0,7,2019,,
Yago Pikachu (MEI),Vasco,9.88,7,3.49,3.9,-0.61,6.0,1.0,,,11.0,4.0,2.0,,,,,,,,,2.0,,9.0,7,2019,,
Ralf (MEI),Corinthians,10.29,6,3.4,0.0,0.0,15.0,,,,11.0,1.0,1.0,,,,,,1.0,,,8.0,,12.0,7,2019,,
Erik (ATA),Botafogo,9.58,6,3.38,-2.6,-1.25,4.0,1.0,1.0,,17.0,4.0,3.0,,,,,,2.0,,,9.0,2.0,15.0,7,2019,,
Clayson (ATA),Corinthians,10.58,5,3.36,0.0,0.0,6.0,1.0,,,5.0,1.0,3.0,,,,,,,,,7.0,,12.0,7,2019,,
Lucas Romero (MEI),Cruzeiro,4.37,6,3.35,4.7,0.71,17.0,,,,11.0,1.0,1.0,,,,,,2.0,,,10.0,,13.0,7,2019,,
Michael (ATA),Goiás,5.51,6,3.35,0.0,0.0,4.0,1.0,,,5.0,3.0,7.0,1.0,,,,,,,,5.0,7.0,14.0,7,2019,,
Nico López (ATA),Internacional,15.14,6,3.32,0.7,-0.49,7.0,,,,6.0,8.0,4.0,2.0,,,,,2.0,,,6.0,1.0,11.0,7,2019,,
David Duarte (ZAG),Goiás,8.63,6,3.32,0.0,0.0,7.0,,,2.0,2.0,3.0,,,,,,,,,,2.0,,10.0,7,2019,,
Mano Menezes (TEC),Cruzeiro,9.23,7,3.31,1.96,-0.45,,,,,,,,,,,,,,,,,,,7,2019,,
Renê (LAT),Flamengo,7.72,4,3.27,0.0,0.0,7.0,,1.0,,3.0,,1.0,,,,,,1.0,,,2.0,,7.0,7,2019,,
Cuca (TEC),São Paulo,9.33,7,3.26,2.98,0.18,,,,,,,,,,,,,,,,,,,7,2019,,
Leandro Carvalho (ATA),Ceará,10.67,6,3.25,3.8,0.5,5.0,1.0,,,11.0,7.0,1.0,,,,,,1.0,,,5.0,1.0,11.0,7,2019,,
Gustavo Henrique (ZAG),Santos,6.26,6,3.25,0.0,0.0,8.0,,,3.0,3.0,,2.0,,,,,,3.0,,,6.0,,8.0,7,2019,,
Caio Paulista (ATA),Avaí,2.78,3,3.2,2.2,-0.31,5.0,,,,4.0,2.0,3.0,,,,,,,,,6.0,,7.0,7,2019,,
Douglas (MEI),Bahia,6.02,5,3.2,2.3,-0.45,13.0,,,,5.0,2.0,3.0,,,,,,1.0,,,13.0,,9.0,7,2019,,
Romarinho (ATA),Fortaleza,4.4,5,3.18,2.4,-0.24,7.0,1.0,,,7.0,,,,,,,,1.0,,,3.0,1.0,7.0,7,2019,,
Fábio (GOL),Cruzeiro,9.64,6,3.17,1.0,-0.46,,,,1.0,,,,,9.0,1.0,,,,,10.0,,,,7,2019,,
Fernando (LAT),Botafogo,3.71,5,3.12,3.5,0.82,5.0,,,3.0,3.0,,1.0,,,,,,1.0,,,11.0,,7.0,7,2019,,
Ricardo (ZAG),Vasco,7.3,7,3.12,2.8,0.53,13.0,1.0,,,4.0,3.0,,,,,,,1.0,,,6.0,,17.0,7,2019,,
Kayke (ATA),Goiás,5.34,6,3.07,0.0,0.0,1.0,1.0,1.0,,5.0,6.0,4.0,,,,,,1.0,,,7.0,,9.0,7,2019,,
Dawhan (MEI),CSA,7.26,5,3.02,4.2,0.53,10.0,,,,1.0,3.0,,,,,,,,,,2.0,,6.0,7,2019,,
Rogério Ceni (TEC),Fortaleza,6.97,7,3.0,2.09,-0.14,,,,,,,,,,,,,,,,,,,7,2019,,
Gabriel Dias (MEI),Fortaleza,4.66,6,2.98,3.8,0.23,13.0,,,,10.0,3.0,,,,,,,1.0,,,8.0,,10.0,7,2019,,
Vladimir (GOL),Avaí,4.53,7,2.93,2.0,0.44,,,,1.0,1.0,,,,11.0,,,,,,9.0,,,,7,2019,,
Joel Carli (ZAG),Botafogo,7.8,6,2.93,5.3,1.08,10.0,,,3.0,5.0,,,,,,,,3.0,,,7.0,,18.0,7,2019,,
Antônio Carlos (ZAG),Palmeiras,6.06,2,2.85,-1.0,-1.5,2.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,7,2019,,
Eduardo Barroca (TEC),Botafogo,7.83,7,2.84,4.68,0.92,,,,,,,,,,,,,,,,,,,7,2019,,
João Lucas (LAT),Ceará,10.25,5,2.82,3.8,0.37,3.0,1.0,,1.0,2.0,1.0,1.0,,,,,,1.0,,,4.0,,8.0,7,2019,,
Gum (ZAG),Chapecoense,7.02,7,2.81,1.4,-0.12,3.0,1.0,,1.0,3.0,3.0,2.0,,,,,,,,,,1.0,12.0,7,2019,,
Marcelo Cabo (TEC),CSA,4.71,7,2.8,-0.01,-0.92,,,,,,,,,,,,,,,,,,,7,2019,,
Léo (ZAG),Cruzeiro,7.29,6,2.77,0.9,-0.75,10.0,,,1.0,2.0,,,,,,,,,,,4.0,,8.0,7,2019,,
Geninho (TEC),Avaí,5.93,7,2.74,3.37,0.23,,,,,,,,,,,,,,,,,,,7,2019,,
Fernando Diniz (TEC),Fluminense,5.94,7,2.73,1.2,-0.2,,,,,,,,,,,,,,,,,,,7,2019,,
Igor Rabello (ZAG),Atlético-MG,9.75,6,2.72,5.0,0.61,9.0,,,1.0,4.0,2.0,,,,,,,,,,4.0,1.0,11.0,7,2019,,
Didira (MEI),CSA,6.32,7,2.7,2.2,-0.32,13.0,,,,9.0,2.0,,,,,,,,,,5.0,,14.0,7,2019,,
Montoya (MEI),Grêmio,6.11,3,2.7,1.2,-0.48,2.0,,1.0,,5.0,1.0,1.0,,,,,,,,,3.0,1.0,8.0,7,2019,,
Weverton (GOL),Palmeiras,11.9,2,2.7,-2.6,-3.04,,,,1.0,,,,,1.0,,,,,,1.0,,,2.0,7,2019,,
Fernandão (ATA),Bahia,7.15,6,2.68,8.0,1.57,1.0,1.0,,,2.0,6.0,4.0,,,,,,,,,2.0,3.0,5.0,7,2019,,
Lucas Halter (ZAG),Athlético-PR,3.68,3,2.67,6.2,0.93,3.0,,,1.0,,2.0,1.0,,,,,,1.0,,,4.0,,1.0,7,2019,,
Vanderlei Luxemburgo (TEC),Vasco,6.85,3,2.66,2.19,0.0,,,,,,,,,,,,,,,,,,,7,2019,,
Maranhão (ATA),CSA,3.64,4,2.62,1.7,-0.82,2.0,1.0,,,3.0,2.0,,,,,,,,,,3.0,,7.0,7,2019,,
Lucas Fonseca (ZAG),Bahia,5.71,7,2.6,6.2,1.16,4.0,,,3.0,2.0,,1.0,,,,,,,,,1.0,,15.0,7,2019,,
Elias (MEI),Atlético-MG,9.55,6,2.57,-0.9,-0.57,8.0,1.0,,,4.0,2.0,2.0,1.0,,,,1.0,,,,7.0,,17.0,7,2019,,
João Paulo (MEI),Botafogo,7.97,6,2.57,2.0,0.39,7.0,1.0,,,10.0,3.0,2.0,,,,,,2.0,,,4.0,,23.0,7,2019,,
Diego Alves (GOL),Flamengo,5.26,4,2.5,8.0,1.06,,,,1.0,,,,,5.0,,,,,,5.0,,,,7,2019,,
Soteldo (MEI),Santos,5.74,6,2.5,0.0,0.0,6.0,1.0,,,5.0,2.0,5.0,1.0,,,,,3.0,,,6.0,2.0,17.0,7,2019,,
Zé Rafael (MEI),Palmeiras,9.64,2,2.45,2.7,-0.41,1.0,,1.0,,2.0,1.0,1.0,,,,,,1.0,,,4.0,,2.0,7,2019,,
Maicon (MEI),Grêmio,8.76,3,2.43,0.0,0.0,5.0,,1.0,,1.0,2.0,1.0,,,,,,2.0,,,3.0,,10.0,7,2019,,
Toró (ATA),São Paulo,5.33,6,2.43,3.0,0.53,5.0,1.0,,,11.0,5.0,2.0,,,,,1.0,,,,9.0,,11.0,7,2019,,
Pedro Castro (MEI),Avaí,4.4,7,2.4,4.4,0.64,11.0,,,,11.0,4.0,2.0,,,,,,,,,12.0,,16.0,7,2019,,
Gilson (LAT),Botafogo,5.9,4,2.4,8.1,1.97,4.0,,,2.0,5.0,,,,,,,,2.0,,,5.0,,8.0,7,2019,,
André Luís (ATA),Fortaleza,3.63,2,2.4,1.9,-0.25,1.0,,,,6.0,,1.0,,,,,,,,,,,3.0,7,2019,,
Luiz Otávio (ZAG),Ceará,9.85,7,2.4,0.2,-0.05,9.0,,1.0,1.0,5.0,1.0,1.0,,,,,,2.0,,,9.0,,9.0,7,2019,,
Gustavo Campanharo (MEI),Chapecoense,3.83,5,2.4,2.7,0.1,7.0,,,,5.0,2.0,1.0,,,,,,,,,4.0,,6.0,7,2019,,
Daniel (MEI),Fluminense,4.91,5,2.4,3.5,0.4,4.0,,1.0,,9.0,1.0,3.0,,,,,,1.0,,,4.0,,13.0,7,2019,,
Leonardo (LAT),Grêmio,5.02,6,2.4,-0.4,-1.3,6.0,,,2.0,1.0,2.0,3.0,,,,,,2.0,,,6.0,,11.0,7,2019,,
Ricardo (ZAG),Avaí,3.99,4,2.38,1.5,-0.52,5.0,,,1.0,1.0,1.0,1.0,,,,,,,,,3.0,2.0,10.0,7,2019,,
Fernando Sobral (MEI),Ceará,4.87,7,2.36,-0.4,-0.76,13.0,,,,8.0,2.0,2.0,,,,,,1.0,,,9.0,,15.0,7,2019,,
Gerson (ZAG),CSA,4.29,7,2.33,-1.8,-1.1,5.0,,,3.0,1.0,,,,,,,,1.0,,,4.0,,9.0,7,2019,,
Betão (ZAG),Avaí,4.11,6,2.2,7.4,1.79,11.0,,,1.0,8.0,,,,,,,,3.0,,,6.0,,11.0,7,2019,,
Santos (GOL),Athlético-PR,6.19,6,2.2,5.0,1.66,,,,2.0,1.0,,,,7.0,,,,1.0,,7.0,1.0,,6.0,7,2019,,
Pará (LAT),Flamengo,5.61,5,2.18,6.7,1.55,8.0,,,1.0,4.0,,,,,,,,2.0,,,4.0,,7.0,7,2019,,
Raul (MEI),Vasco,5.1,4,2.13,0.0,0.0,10.0,,,,3.0,1.0,1.0,,,,,,3.0,,,5.0,,5.0,7,2019,,
Yago Felipe (MEI),Goiás,3.76,3,2.13,0.0,0.0,3.0,,1.0,,4.0,1.0,,,,,,,2.0,,,6.0,,3.0,7,2019,,
Pedro Ken (MEI),Ceará,4.26,4,2.12,7.0,1.32,6.0,,,,8.0,,,,,,,,1.0,,,5.0,,,7,2019,,
Elicarlos (MEI),Chapecoense,4.94,4,2.12,-1.1,-0.71,5.0,,,,2.0,5.0,2.0,,,,,,1.0,,,4.0,,8.0,7,2019,,
Fabinho (MEI),Ceará,6.08,7,2.11,2.0,-0.24,12.0,,,,5.0,1.0,,,,,,,1.0,,,6.0,,5.0,7,2019,,
Luciano Castán (ZAG),CSA,5.39,7,2.11,0.4,-0.66,7.0,,,3.0,,,,,,,,,2.0,,,5.0,,14.0,7,2019,,
Marcos Júnior (MEI),Vasco,2.83,2,2.1,1.6,-0.09,3.0,,,,4.0,2.0,,,,,,,,,,3.0,,8.0,7,2019,,
Bruno Henrique (MEI),Palmeiras,11.4,2,2.05,-1.9,-2.64,4.0,,,,2.0,2.0,,,,,,,,,,6.0,,5.0,7,2019,,
Juninho (MEI),Fortaleza,5.31,5,2.04,3.7,0.96,7.0,,1.0,,4.0,2.0,2.0,,,,,,1.0,,,9.0,,16.0,7,2019,,
Bruno Alves (ZAG),São Paulo,5.92,7,2.04,1.5,-0.08,6.0,,,3.0,2.0,3.0,,,,,,,1.0,,,15.0,,12.0,7,2019,,
Geovane (MEI),Goiás,4.83,6,2.0,0.0,0.0,13.0,,,,3.0,5.0,,,,,,,,,,14.0,,20.0,7,2019,,
Kieza (ATA),Fortaleza,4.27,5,1.9,0.7,-0.72,,,,,10.0,4.0,3.0,,,,,,,,,3.0,1.0,1.0,7,2019,,
Patrick Fabiano (ATA),CSA,5.53,4,1.9,0.2,-0.68,2.0,,1.0,,4.0,4.0,3.0,,,,,,,,,10.0,3.0,9.0,7,2019,,
Tchê Tchê (MEI),São Paulo,3.99,7,1.87,-4.0,-1.76,5.0,1.0,,,8.0,3.0,4.0,,,,,,2.0,,,9.0,,17.0,7,2019,,
Caio Henrique (MEI),Fluminense,5.09,7,1.85,2.3,0.07,11.0,,,,5.0,2.0,1.0,,,,,,,,,11.0,,11.0,7,2019,,
Henrique (MEI),Cruzeiro,6.36,5,1.84,2.7,0.07,9.0,,,,3.0,1.0,,,,,,,,,,9.0,,7.0,7,2019,,
Igor Fernandes (LAT),Avaí,2.5,4,1.82,1.2,0.31,6.0,,,1.0,3.0,,,,,,,,1.0,,,6.0,1.0,9.0,7,2019,,
Yago (ZAG),Goiás,3.34,6,1.82,0.0,0.0,4.0,,,2.0,2.0,,,,,,,,1.0,,,4.0,,7.0,7,2019,,
Matheus Barbosa (MEI),Avaí,4.26,5,1.74,4.5,1.05,9.0,,,,2.0,2.0,,,,,,,,,,6.0,1.0,13.0,7,2019,,
Bergson (ATA),Ceará,5.19,6,1.7,4.0,1.03,3.0,,,,9.0,6.0,5.0,,,,,,1.0,,,9.0,2.0,7.0,7,2019,,
Vitor Bueno (MEI),São Paulo,4.83,4,1.65,1.2,-0.25,4.0,,,,1.0,1.0,1.0,,,,,,,,,2.0,,3.0,7,2019,,
Sidão (GOL),Vasco,4.29,5,1.64,-2.0,-0.43,,,,,,,,,8.0,,,,,,7.0,,,6.0,7,2019,,
Sornoza (MEI),Corinthians,4.35,4,1.62,0.0,0.0,6.0,,,,7.0,3.0,,,,,,,1.0,,,8.0,,8.0,7,2019,,
Rossi (ATA),Vasco,4.23,6,1.6,-1.4,-1.1,4.0,,1.0,,6.0,5.0,2.0,,,,,,2.0,,,6.0,1.0,11.0,7,2019,,
Léo Duarte (ZAG),Flamengo,3.14,4,1.52,2.5,-0.12,6.0,,,1.0,1.0,1.0,,,,,,,2.0,,,8.0,,4.0,7,2019,,
Júnior Urso (MEI),Corinthians,7.02,3,1.5,0.0,0.0,3.0,,,,4.0,2.0,3.0,,,,,,2.0,,,4.0,,4.0,7,2019,,
Diego Pituca (MEI),Santos,2.85,6,1.47,0.0,0.0,6.0,1.0,,,6.0,3.0,2.0,1.0,,,,,3.0,,,14.0,,20.0,7,2019,,
João Paulo (MEI),Avaí,4.65,7,1.44,2.9,0.72,8.0,,,,14.0,3.0,3.0,,,,,,1.0,,,12.0,,23.0,7,2019,,
Daniel Guedes (LAT),Goiás,3.99,5,1.42,0.0,0.0,7.0,,,1.0,5.0,1.0,,,,,,,1.0,,,9.0,2.0,14.0,7,2019,,
Marcelo Boeck (GOL),Fortaleza,4.07,1,1.4,1.4,-0.93,,,,,,,,,2.0,,,,,,2.0,,,2.0,7,2019,,
Tiago Reis (ATA),Vasco,4.32,2,1.35,3.5,0.75,1.0,,,,,,,1.0,,,,,,,,3.0,,1.0,7,2019,,
Apodi (LAT),CSA,3.75,6,1.35,-4.7,-1.71,5.0,,,2.0,6.0,1.0,1.0,,,,,,2.0,,,10.0,,18.0,7,2019,,
Elton (MEI),Bahia,4.67,6,1.32,1.1,0.11,11.0,,,,,2.0,,,,,,,,,,15.0,,9.0,7,2019,,
Naldo (MEI),CSA,2.62,6,1.27,-1.1,-0.71,11.0,,,,3.0,3.0,1.0,,,,,,2.0,,,13.0,1.0,10.0,7,2019,,
Gilberto (LAT),Fluminense,6.14,6,1.23,0.0,0.0,8.0,,,,3.0,3.0,1.0,,,,,,,,,8.0,,19.0,7,2019,,
Paulo Roberto (MEI),Fortaleza,4.06,3,1.2,-0.6,-1.13,2.0,,,,6.0,1.0,,,,,,,,,,4.0,,4.0,7,2019,,
Arthur Gomes (ATA),Chapecoense,3.03,4,1.15,-0.7,-0.7,2.0,,,,4.0,,,1.0,,,,,,,,2.0,,8.0,7,2019,,
Vagner Love (ATA),Corinthians,4.27,6,1.08,0.0,0.0,1.0,1.0,,,7.0,2.0,2.0,,,,,,1.0,,,8.0,3.0,10.0,7,2019,,
Ganso (MEI),Fluminense,7.76,3,1.03,0.0,0.0,2.0,,,,3.0,1.0,3.0,,,,,,1.0,,,4.0,,6.0,7,2019,,
Patric (LAT),Atlético-MG,4.64,3,1.03,7.7,2.06,2.0,,,1.0,,1.0,1.0,,,,,,1.0,,,5.0,,8.0,7,2019,,
Michel (LAT),Corinthians,2.48,1,0.9,0.0,0.0,1.0,,,,1.0,,,,,,,,,,,1.0,,2.0,7,2019,,
Rafael Pereira (ZAG),Chapecoense,3.92,1,0.9,0.0,0.0,1.0,,,,,,,,,,,,,,,,,2.0,7,2019,,
Piris da Motta (MEI),Flamengo,3.51,4,0.9,0.0,-0.32,3.0,,,,2.0,,,,,,,,,,,2.0,,3.0,7,2019,,
Luan (MEI),São Paulo,3.95,2,0.9,3.2,0.64,3.0,,,,,1.0,,,,,,,1.0,,,,,5.0,7,2019,,
D'Alessandro (MEI),Internacional,6.69,5,0.86,0.0,-0.45,1.0,,1.0,,4.0,4.0,3.0,,,,,,,1.0,,,2.0,20.0,7,2019,,
Jean Mota (MEI),Santos,6.72,7,0.84,-0.9,-0.69,3.0,,,,13.0,3.0,2.0,,,,,,,,,12.0,,13.0,7,2019,,
Thaciano (MEI),Grêmio,3.36,5,0.84,0.4,-0.02,4.0,,,,4.0,1.0,,,,,,,,,,2.0,3.0,7.0,7,2019,,
Jonathan (LAT),Athlético-PR,4.71,2,0.8,0.0,0.0,3.0,,,,,,1.0,,,,,,1.0,,,3.0,,2.0,7,2019,,
Diego Souza (ATA),Botafogo,5.12,6,0.8,7.5,1.69,1.0,1.0,,,8.0,4.0,,,,,,,1.0,,,9.0,3.0,13.0,7,2019,,
Fred (ATA),Cruzeiro,5.34,7,0.77,-3.0,-1.28,1.0,,1.0,,6.0,4.0,2.0,1.0,,,,,1.0,,,7.0,6.0,14.0,7,2019,,
Quintero (ZAG),Fortaleza,2.74,7,0.74,3.5,0.87,4.0,,,,5.0,,1.0,,,,,,,,,3.0,,10.0,7,2019,,
Roger Carvalho (ZAG),Fortaleza,3.87,5,0.74,-0.9,-0.51,4.0,,,,2.0,1.0,,,,,,,,,,1.0,,12.0,7,2019,,
Felipe Vizeu (ATA),Grêmio,2.39,7,0.74,-0.8,-1.24,,1.0,,,2.0,1.0,,,,,,,,,,5.0,,7.0,7,2019,,
Marquinhos Gabriel (MEI),Cruzeiro,3.76,5,0.68,1.0,-0.09,3.0,,,,3.0,,,,,,,,,,,1.0,,7.0,7,2019,,
Allan (MEI),Fluminense,2.33,6,0.67,-0.3,-0.35,9.0,,,,6.0,4.0,3.0,,,,,,3.0,,,14.0,,21.0,7,2019,,
Luiz Fernando (MEI),Botafogo,3.5,5,0.66,0.4,-0.36,1.0,,,,6.0,1.0,,,,,,,,,,1.0,,5.0,7,2019,,
Lucas Lima (MEI),Palmeiras,5.05,2,0.65,1.3,-0.23,2.0,,,,,,1.0,,,,,,,,,4.0,,3.0,7,2019,,
Diego (MEI),Flamengo,5.28,6,0.52,3.6,0.77,4.0,,,,10.0,5.0,4.0,1.0,,,,,4.0,1.0,,7.0,,14.0,7,2019,,
Valdo (ZAG),Ceará,2.27,3,0.47,0.4,0.01,2.0,,,,2.0,,1.0,,,,,,,,,4.0,,6.0,7,2019,,
Giovanni Augusto (MEI),Goiás,3.15,5,0.44,0.0,0.0,6.0,,,,6.0,3.0,2.0,,,,,1.0,,,,6.0,,22.0,7,2019,,
Bruno Melo (LAT),Fortaleza,3.09,1,0.4,0.4,-0.91,,,,,2.0,,,,,,,,,,,,,2.0,7,2019,,
Gustavo Bochecha (MEI),Botafogo,5.6,6,0.32,-1.2,-0.31,8.0,,,,8.0,2.0,,,,,,,2.0,,,4.0,,22.0,7,2019,,
